,한국행정구역분류 항목표(2025.12.31.기준),,,,,,,,,
,,,,,,,,,,
,대분류,시도,중분류,시군구,소분류,읍면동,영문 표기,한자 표기,비고,
,11,서울특별시,,,,,Seoul,서울特別市,,
,11,서울특별시,11010,종로구,,,Jongno-gu,鐘路區,,
,11,서울특별시,11010,종로구,11010720,청운효자동,Cheongunhyoja-dong,淸雲孝子洞,,
,11,서울특별시,11010,종로구,11010530,사직동,Sajik-dong,社稷洞,,
,11,서울특별시,11010,종로구,11010540,삼청동,Samcheong-dong,三淸洞,,
,11,서울특별시,11010,종로구,11010550,부암동,Buam-dong,付岩洞,,
,11,서울특별시,11010,종로구,11010560,평창동,Pyeongchang-dong,平倉洞,,
,11,서울특별시,11010,종로구,11010570,무악동,Muak-dong,毋岳洞,,
,11,서울특별시,11010,종로구,11010580,교남동,Gyonam-dong,橋南洞,,
,11,서울특별시,11010,종로구,11010600,가회동,Gahoe-dong,嘉會洞,,
,11,서울특별시,11010,종로구,11010610,종로1.2.3.4가동,Jongno 1.2.3.4(ilisamsa)-ga-dong,鐘路1.2.3.4街洞,,
,11,서울특별시,11010,종로구,11010630,종로5.6가동,Jongno 5.6(oryuk)-ga-dong,鐘路5.6街洞,,
,11,서울특별시,11010,종로구,11010640,이화동,Ihwa-dong,梨花洞,,
,11,서울특별시,11010,종로구,11010730,혜화동,Hyehwa-dong,惠化洞,,
,11,서울특별시,11010,종로구,11010670,창신1동,Changsin 1(il)-dong,昌信1洞,,
,11,서울특별시,11010,종로구,11010680,창신2동,Changsin 2(i)-dong,昌信2洞,,
,11,서울특별시,11010,종로구,11010690,창신3동,Changsin 3(sam)-dong,昌信3洞,,
,11,서울특별시,11010,종로구,11010700,숭인1동,Sungin 1(il)-dong,崇仁1洞,,
,11,서울특별시,11010,종로구,11010710,숭인2동,Sungin 2(i)-dong,崇仁2洞,,
,11,서울특별시,11020,중구,,,Jung-gu,中區,,
,11,서울특별시,11020,중구,11020520,소공동,Sogong-dong,小公洞,,
,11,서울특별시,11020,중구,11020540,회현동,Hoehyeon-dong,會賢洞,,
,11,서울특별시,11020,중구,11020550,명동,Myeong-dong,明洞,,
,11,서울특별시,11020,중구,11020570,필동,Pil-dong,筆洞,,
,11,서울특별시,11020,중구,11020580,장충동,Jangchung-dong,奬忠洞,,
,11,서울특별시,11020,중구,11020590,광희동,Gwanghui-dong ,光熙洞,,
,11,서울특별시,11020,중구,11020600,을지로동,Euljiro-dong,乙之路洞,,
,11,서울특별시,11020,중구,11020690,신당동,Sindang-dong,新堂洞,,
,11,서울특별시,11020,중구,11020700,다산동,Dasan-dong,茶山洞,,
,11,서울특별시,11020,중구,11020710,약수동,Yaksu-dong,藥水洞,,
,11,서울특별시,11020,중구,11020720,청구동,Cheonggu-dong,靑丘洞,,
,11,서울특별시,11020,중구,11020650,신당5동,Sindang 5(o)-dong,新堂5洞,,
,11,서울특별시,11020,중구,11020730,동화동,Donghwa-dong,東化洞,,
,11,서울특별시,11020,중구,11020670,황학동,Hwanghak-dong,黃鶴洞,,
,11,서울특별시,11020,중구,11020680,중림동,Jungnim-dong,中林洞,,
,11,서울특별시,11030,용산구,,,Yongsan-gu,龍山區,,
,11,서울특별시,11030,용산구,11030510,후암동,Huam-dong,厚岩洞,,
,11,서울특별시,11030,용산구,11030520,용산2가동,Yongsan 2(i)-ga-dong,龍山2街洞,,
,11,서울특별시,11030,용산구,11030530,남영동,Namyeong-dong,南營洞,,
,11,서울특별시,11030,용산구,11030710,청파동,Cheongpa-dong,靑坡洞,,
,11,서울특별시,11030,용산구,11030720,원효로1동,Wonhyoro 1(il)-dong,元曉路1洞,,
,11,서울특별시,11030,용산구,11030570,원효로2동,Wonhyoro 2(i)-dong,元曉路2洞,,
,11,서울특별시,11030,용산구,11030580,효창동,Hyochang-dong,孝昌洞,,
,11,서울특별시,11030,용산구,11030590,용문동,Yongmun-dong,龍門洞,,
,11,서울특별시,11030,용산구,11030730,한강로동,Hangangno-dong,漢江路洞,,
,11,서울특별시,11030,용산구,11030630,이촌1동,Ichon 1(il)-dong,二村1洞,,
,11,서울특별시,11030,용산구,11030640,이촌2동,Ichon 2(i)-dong,二村2洞,,
,11,서울특별시,11030,용산구,11030650,이태원1동,Itaewon 1(il)-dong,梨泰院1洞,,
,11,서울특별시,11030,용산구,11030660,이태원2동,Itaewon 2(i)-dong,梨泰院2洞,,
,11,서울특별시,11030,용산구,11030740,한남동,Hannam-dong,漢南洞,,
,11,서울특별시,11030,용산구,11030690,서빙고동,Seobinggo-dong,西氷庫洞,,
,11,서울특별시,11030,용산구,11030700,보광동,Bogwang-dong,普光洞,,
,11,서울특별시,11040,성동구,,,Seongdong-gu,城東區,,
